Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
02198263279373;Courbe de charge;21/12/2022;20/08/2023;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2022-12-21T01:00:00+01:00;157
2022-12-21T02:00:00+01:00;114
2022-12-21T03:00:00+01:00;758
2022-12-21T04:00:00+01:00;238
2022-12-21T05:00:00+01:00;267
2022-12-21T06:00:00+01:00;72
2022-12-21T07:00:00+01:00;217
2022-12-21T08:00:00+01:00;178
2022-12-21T09:00:00+01:00;576
2022-12-21T10:00:00+01:00;591
2022-12-21T11:00:00+01:00;637
2022-12-21T12:00:00+01:00;707
2022-12-21T13:00:00+01:00;944
2022-12-21T14:00:00+01:00;599
2022-12-21T15:00:00+01:00;636
2022-12-21T16:00:00+01:00;612
2022-12-21T17:00:00+01:00;1102
2022-12-21T18:00:00+01:00;736
2022-12-21T19:00:00+01:00;510
2022-12-21T20:00:00+01:00;1034
2022-12-21T21:00:00+01:00;2361
2022-12-21T22:00:00+01:00;1727
2022-12-21T23:00:00+01:00;1115
2022-12-22T00:00:00+01:00;683
2022-12-22T01:00:00+01:00;790
2022-12-22T02:00:00+01:00;560
2022-12-22T03:00:00+01:00;151
2022-12-22T04:00:00+01:00;156
2022-12-22T05:00:00+01:00;65
2022-12-22T06:00:00+01:00;67
2022-12-22T07:00:00+01:00;671
2022-12-22T08:00:00+01:00;466
2022-12-22T09:00:00+01:00;521
2022-12-22T10:00:00+01:00;703
2022-12-22T11:00:00+01:00;762
2022-12-22T12:00:00+01:00;763
2022-12-22T13:00:00+01:00;1349
2022-12-22T14:00:00+01:00;1058
2022-12-22T15:00:00+01:00;473
2022-12-22T16:00:00+01:00;543
2022-12-22T17:00:00+01:00;456
2022-12-22T18:00:00+01:00;412
2022-12-22T19:00:00+01:00;451
2022-12-22T20:00:00+01:00;431
2022-12-22T21:00:00+01:00;1791
2022-12-22T22:00:00+01:00;1095
2022-12-22T23:00:00+01:00;929
2022-12-23T00:00:00+01:00;264
2022-12-23T01:00:00+01:00;198
2022-12-23T02:00:00+01:00;181
2022-12-23T03:00:00+01:00;166
2022-12-23T04:00:00+01:00;305
2022-12-23T05:00:00+01:00;377
2022-12-23T06:00:00+01:00;144
2022-12-23T07:00:00+01:00;824
2022-12-23T08:00:00+01:00;514
2022-12-23T09:00:00+01:00;520
2022-12-23T10:00:00+01:00;481
2022-12-23T11:00:00+01:00;547
2022-12-23T12:00:00+01:00;357
2022-12-23T13:00:00+01:00;445
2022-12-23T14:00:00+01:00;855
2022-12-23T15:00:00+01:00;390
2022-12-23T16:00:00+01:00;360
2022-12-23T17:00:00+01:00;82
2022-12-23T18:00:00+01:00;32
2022-12-23T19:00:00+01:00;33
2022-12-23T20:00:00+01:00;46
2022-12-23T21:00:00+01:00;1315
2022-12-23T22:00:00+01:00;1010
2022-12-23T23:00:00+01:00;441
2022-12-24T00:00:00+01:00;329
2022-12-24T01:00:00+01:00;259
2022-12-24T02:00:00+01:00;149
2022-12-24T03:00:00+01:00;117
2022-12-24T04:00:00+01:00;158
2022-12-24T05:00:00+01:00;71
2022-12-24T06:00:00+01:00;76
2022-12-24T07:00:00+01:00;74
2022-12-24T08:00:00+01:00;76
2022-12-24T09:00:00+01:00;74
2022-12-24T10:00:00+01:00;69
2022-12-24T11:00:00+01:00;74
2022-12-24T12:00:00+01:00;63
2022-12-24T13:00:00+01:00;63
2022-12-24T14:00:00+01:00;63
2022-12-24T15:00:00+01:00;61
2022-12-24T16:00:00+01:00;62
2022-12-24T17:00:00+01:00;62
2022-12-24T18:00:00+01:00;60
2022-12-24T19:00:00+01:00;63
2022-12-24T20:00:00+01:00;66
2022-12-24T21:00:00+01:00;540
2022-12-24T22:00:00+01:00;341
2022-12-24T23:00:00+01:00;177
2022-12-25T00:00:00+01:00;340
2022-12-25T01:00:00+01:00;77
2022-12-25T02:00:00+01:00;164
2022-12-25T03:00:00+01:00;160
2022-12-25T04:00:00+01:00;71
2022-12-25T05:00:00+01:00;160
2022-12-25T06:00:00+01:00;74
2022-12-25T07:00:00+01:00;71
2022-12-25T08:00:00+01:00;76
2022-12-25T09:00:00+01:00;67
2022-12-25T10:00:00+01:00;73
2022-12-25T11:00:00+01:00;275
2022-12-25T12:00:00+01:00;1113
2022-12-25T13:00:00+01:00;515
2022-12-25T14:00:00+01:00;304
2022-12-25T15:00:00+01:00;34
2022-12-25T16:00:00+01:00;32
2022-12-25T17:00:00+01:00;32
2022-12-25T18:00:00+01:00;31
2022-12-25T19:00:00+01:00;32
2022-12-25T20:00:00+01:00;32
2022-12-25T21:00:00+01:00;32
2022-12-25T22:00:00+01:00;31
2022-12-25T23:00:00+01:00;32
2022-12-26T00:00:00+01:00;32
2022-12-26T01:00:00+01:00;29
2022-12-26T02:00:00+01:00;29
2022-12-26T03:00:00+01:00;28
2022-12-26T04:00:00+01:00;32
2022-12-26T05:00:00+01:00;32
2022-12-26T06:00:00+01:00;31
2022-12-26T07:00:00+01:00;32
2022-12-26T08:00:00+01:00;32
2022-12-26T09:00:00+01:00;32
2022-12-26T10:00:00+01:00;29
2022-12-26T11:00:00+01:00;32
2022-12-26T12:00:00+01:00;32
2022-12-26T13:00:00+01:00;31
2022-12-26T14:00:00+01:00;32
2022-12-26T15:00:00+01:00;32
2022-12-26T16:00:00+01:00;31
2022-12-26T17:00:00+01:00;27
2022-12-26T18:00:00+01:00;27
2022-12-26T19:00:00+01:00;32
2022-12-26T20:00:00+01:00;32
2022-12-26T21:00:00+01:00;32
2022-12-26T22:00:00+01:00;32
2022-12-26T23:00:00+01:00;30
2022-12-27T00:00:00+01:00;33
2022-12-27T01:00:00+01:00;32
2022-12-27T02:00:00+01:00;32
2022-12-27T03:00:00+01:00;32
2022-12-27T04:00:00+01:00;28
2022-12-27T05:00:00+01:00;27
2022-12-27T06:00:00+01:00;32
2022-12-27T07:00:00+01:00;33
2022-12-27T08:00:00+01:00;31
2022-12-27T09:00:00+01:00;32
2022-12-27T10:00:00+01:00;33
2022-12-27T11:00:00+01:00;32
2022-12-27T12:00:00+01:00;29
2022-12-27T13:00:00+01:00;26
2022-12-27T14:00:00+01:00;32
2022-12-27T15:00:00+01:00;32
2022-12-27T16:00:00+01:00;32
2022-12-27T17:00:00+01:00;31
2022-12-27T18:00:00+01:00;32
2022-12-27T19:00:00+01:00;32
2022-12-27T20:00:00+01:00;32
2022-12-27T21:00:00+01:00;28
2022-12-27T22:00:00+01:00;26
2022-12-27T23:00:00+01:00;33
2022-12-28T00:00:00+01:00;32
2022-12-28T01:00:00+01:00;31
2022-12-28T02:00:00+01:00;32
2022-12-28T03:00:00+01:00;32
2022-12-28T04:00:00+01:00;33
2022-12-28T05:00:00+01:00;32
2022-12-28T06:00:00+01:00;26
2022-12-28T07:00:00+01:00;30
2022-12-28T08:00:00+01:00;32
2022-12-28T09:00:00+01:00;33
2022-12-28T10:00:00+01:00;31
2022-12-28T11:00:00+01:00;32
2022-12-28T12:00:00+01:00;32
2022-12-28T13:00:00+01:00;33
2022-12-28T14:00:00+01:00;28
2022-12-28T15:00:00+01:00;26
2022-12-28T16:00:00+01:00;32
2022-12-28T17:00:00+01:00;32
2022-12-28T18:00:00+01:00;32
2022-12-28T19:00:00+01:00;31
2022-12-28T20:00:00+01:00;32
2022-12-28T21:00:00+01:00;32
2022-12-28T22:00:00+01:00;32
2022-12-28T23:00:00+01:00;33
2022-12-29T00:00:00+01:00;25
2022-12-29T01:00:00+01:00;34
2022-12-29T02:00:00+01:00;33
2022-12-29T03:00:00+01:00;33
2022-12-29T04:00:00+01:00;32
2022-12-29T05:00:00+01:00;31
2022-12-29T06:00:00+01:00;33
2022-12-29T07:00:00+01:00;1353
2022-12-29T08:00:00+01:00;1005
2022-12-29T09:00:00+01:00;1003
2022-12-29T10:00:00+01:00;956
2022-12-29T11:00:00+01:00;910
2022-12-29T12:00:00+01:00;799
2022-12-29T13:00:00+01:00;736
2022-12-29T14:00:00+01:00;592
2022-12-29T15:00:00+01:00;548
2022-12-29T16:00:00+01:00;580
2022-12-29T17:00:00+01:00;638
2022-12-29T18:00:00+01:00;646
2022-12-29T19:00:00+01:00;690
2022-12-29T20:00:00+01:00;710
2022-12-29T21:00:00+01:00;742
2022-12-29T22:00:00+01:00;1862
2022-12-29T23:00:00+01:00;1948
2022-12-30T00:00:00+01:00;874
2022-12-30T01:00:00+01:00;457
2022-12-30T02:00:00+01:00;321
2022-12-30T03:00:00+01:00;635
2022-12-30T04:00:00+01:00;319
2022-12-30T05:00:00+01:00;172
2022-12-30T06:00:00+01:00;51
2022-12-30T07:00:00+01:00;958
2022-12-30T08:00:00+01:00;673
2022-12-30T09:00:00+01:00;695
2022-12-30T10:00:00+01:00;752
2022-12-30T11:00:00+01:00;1020
2022-12-30T12:00:00+01:00;1014
2022-12-30T13:00:00+01:00;1249
2022-12-30T14:00:00+01:00;612
2022-12-30T15:00:00+01:00;532
2022-12-30T16:00:00+01:00;508
2022-12-30T17:00:00+01:00;1394
2022-12-30T18:00:00+01:00;1045
2022-12-30T19:00:00+01:00;1015
2022-12-30T20:00:00+01:00;431
2022-12-30T21:00:00+01:00;1351
2022-12-30T22:00:00+01:00;614
2022-12-30T23:00:00+01:00;518
2022-12-31T00:00:00+01:00;
2022-12-31T01:00:00+01:00;447
2022-12-31T02:00:00+01:00;156
2022-12-31T03:00:00+01:00;145
2022-12-31T04:00:00+01:00;153
2022-12-31T05:00:00+01:00;134
2022-12-31T06:00:00+01:00;51
2022-12-31T07:00:00+01:00;354
2022-12-31T08:00:00+01:00;252
2022-12-31T09:00:00+01:00;220
2022-12-31T10:00:00+01:00;285
2022-12-31T11:00:00+01:00;705
2022-12-31T12:00:00+01:00;916
2022-12-31T13:00:00+01:00;594
2022-12-31T14:00:00+01:00;775
2022-12-31T15:00:00+01:00;115
2022-12-31T15:30:00+01:00;78
2022-12-31T16:00:00+01:00;124
2022-12-31T16:30:00+01:00;124
2022-12-31T17:00:00+01:00;104
2022-12-31T17:30:00+01:00;82
2022-12-31T18:00:00+01:00;56
2022-12-31T18:30:00+01:00;44
2022-12-31T19:00:00+01:00;56
2022-12-31T19:30:00+01:00;60
2022-12-31T20:00:00+01:00;44
2022-12-31T20:30:00+01:00;56
2022-12-31T21:00:00+01:00;3006
2022-12-31T21:30:00+01:00;1334
2022-12-31T22:00:00+01:00;938
2022-12-31T22:30:00+01:00;460
2022-12-31T23:00:00+01:00;580
2022-12-31T23:30:00+01:00;406
2023-01-01T00:00:00+01:00;230
2023-01-01T00:30:00+01:00;248
2023-01-01T01:00:00+01:00;240
2023-01-01T01:30:00+01:00;100
2023-01-01T02:00:00+01:00;184
2023-01-01T02:30:00+01:00;46
2023-01-01T03:00:00+01:00;228
2023-01-01T03:30:00+01:00;46
2023-01-01T04:00:00+01:00;58
2023-01-01T04:30:00+01:00;386
2023-01-01T05:00:00+01:00;44
2023-01-01T05:30:00+01:00;56
2023-01-01T06:00:00+01:00;44
2023-01-01T06:30:00+01:00;56
2023-01-01T07:00:00+01:00;44
2023-01-01T07:30:00+01:00;56
2023-01-01T08:00:00+01:00;58
2023-01-01T08:30:00+01:00;46
2023-01-01T09:00:00+01:00;56
2023-01-01T09:30:00+01:00;56
2023-01-01T10:00:00+01:00;42
2023-01-01T10:30:00+01:00;56
2023-01-01T11:00:00+01:00;44
2023-01-01T11:30:00+01:00;56
2023-01-01T12:00:00+01:00;44
2023-01-01T12:30:00+01:00;58
2023-01-01T13:00:00+01:00;50
2023-01-01T13:30:00+01:00;50
2023-01-01T14:00:00+01:00;60
2023-01-01T14:30:00+01:00;54
2023-01-01T15:00:00+01:00;136
2023-01-01T15:30:00+01:00;210
2023-01-01T16:00:00+01:00;1090
2023-01-01T16:30:00+01:00;116
2023-01-01T17:00:00+01:00;184
2023-01-01T17:30:00+01:00;2630
2023-01-01T18:00:00+01:00;754
2023-01-01T18:30:00+01:00;454
2023-01-01T19:00:00+01:00;484
2023-01-01T19:30:00+01:00;464
2023-01-01T20:00:00+01:00;286
2023-01-01T20:30:00+01:00;1128
2023-01-01T21:00:00+01:00;3084
2023-01-01T21:30:00+01:00;2042
2023-01-01T22:00:00+01:00;662
2023-01-01T22:30:00+01:00;370
2023-01-01T23:00:00+01:00;346
2023-01-01T23:30:00+01:00;406
2023-01-02T00:00:00+01:00;230
2023-01-02T00:30:00+01:00;60
2023-01-02T01:00:00+01:00;220
2023-01-02T01:30:00+01:00;60
2023-01-02T02:00:00+01:00;48
2023-01-02T02:30:00+01:00;230
2023-01-02T03:00:00+01:00;56
2023-01-02T03:30:00+01:00;56
2023-01-02T04:00:00+01:00;60
2023-01-02T04:30:00+01:00;222
2023-01-02T05:00:00+01:00;58
2023-01-02T05:30:00+01:00;46
2023-01-02T06:00:00+01:00;58
2023-01-02T06:30:00+01:00;62
2023-01-02T07:00:00+01:00;46
2023-01-02T07:30:00+01:00;60
2023-01-02T08:00:00+01:00;46
2023-01-02T08:30:00+01:00;58
2023-01-02T09:00:00+01:00;46
2023-01-02T09:30:00+01:00;60
2023-01-02T10:00:00+01:00;56
2023-01-02T10:30:00+01:00;394
2023-01-02T11:00:00+01:00;106
2023-01-02T11:30:00+01:00;218
2023-01-02T12:00:00+01:00;102
2023-01-02T12:30:00+01:00;392
2023-01-02T13:00:00+01:00;244
2023-01-02T13:30:00+01:00;848
2023-01-02T14:00:00+01:00;532
2023-01-02T14:30:00+01:00;88
2023-01-02T15:00:00+01:00;88
2023-01-02T15:30:00+01:00;84
2023-01-02T16:00:00+01:00;82
2023-01-02T16:30:00+01:00;86
2023-01-02T17:00:00+01:00;82
2023-01-02T17:30:00+01:00;90
2023-01-02T18:00:00+01:00;136
2023-01-02T18:30:00+01:00;138
2023-01-02T19:00:00+01:00;906
2023-01-02T19:30:00+01:00;1170
2023-01-02T20:00:00+01:00;196
2023-01-02T20:30:00+01:00;102
2023-01-02T21:00:00+01:00;2122
2023-01-02T21:30:00+01:00;646
2023-01-02T22:00:00+01:00;540
2023-01-02T22:30:00+01:00;380
2023-01-02T23:00:00+01:00;276
2023-01-02T23:30:00+01:00;636
2023-01-03T00:00:00+01:00;118
2023-01-03T00:30:00+01:00;182
2023-01-03T01:00:00+01:00;62
2023-01-03T01:30:00+01:00;216
2023-01-03T02:00:00+01:00;60
2023-01-03T02:30:00+01:00;50
2023-01-03T03:00:00+01:00;58
2023-01-03T03:30:00+01:00;232
2023-01-03T04:00:00+01:00;48
2023-01-03T04:30:00+01:00;60
2023-01-03T05:00:00+01:00;46
2023-01-03T05:30:00+01:00;58
2023-01-03T06:00:00+01:00;46
2023-01-03T06:30:00+01:00;58
2023-01-03T07:00:00+01:00;50
2023-01-03T07:30:00+01:00;52
2023-01-03T08:00:00+01:00;62
2023-01-03T08:30:00+01:00;252
2023-01-03T09:00:00+01:00;178
2023-01-03T09:30:00+01:00;74
2023-01-03T10:00:00+01:00;90
2023-01-03T10:30:00+01:00;176
2023-01-03T11:00:00+01:00;138
2023-01-03T11:30:00+01:00;138
2023-01-03T12:00:00+01:00;122
2023-01-03T12:30:00+01:00;126
2023-01-03T13:00:00+01:00;110
2023-01-03T13:30:00+01:00;380
2023-01-03T14:00:00+01:00;138
2023-01-03T14:30:00+01:00;122
2023-01-03T15:00:00+01:00;150
2023-01-03T15:30:00+01:00;98
2023-01-03T16:00:00+01:00;96
2023-01-03T16:30:00+01:00;106
2023-01-03T17:00:00+01:00;88
2023-01-03T17:30:00+01:00;98
2023-01-03T18:00:00+01:00;106
2023-01-03T18:30:00+01:00;88
2023-01-03T19:00:00+01:00;96
2023-01-03T19:30:00+01:00;224
2023-01-03T20:00:00+01:00;236
2023-01-03T20:30:00+01:00;126
2023-01-03T21:00:00+01:00;2574
2023-01-03T21:30:00+01:00;932
2023-01-03T22:00:00+01:00;1454
2023-01-03T22:30:00+01:00;648
2023-01-03T23:00:00+01:00;466
2023-01-03T23:30:00+01:00;1046
2023-01-04T00:00:00+01:00;398
2023-01-04T00:30:00+01:00;226
2023-01-04T01:00:00+01:00;230
2023-01-04T01:30:00+01:00;60
2023-01-04T02:00:00+01:00;56
2023-01-04T02:30:00+01:00;250
2023-01-04T03:00:00+01:00;760
2023-01-04T03:30:00+01:00;158
2023-01-04T04:00:00+01:00;132
2023-01-04T04:30:00+01:00;294
2023-01-04T05:00:00+01:00;46
2023-01-04T05:30:00+01:00;58
2023-01-04T06:00:00+01:00;50
2023-01-04T06:30:00+01:00;52
2023-01-04T07:00:00+01:00;60
2023-01-04T07:30:00+01:00;46
2023-01-04T08:00:00+01:00;58
2023-01-04T08:30:00+01:00;56
2023-01-04T09:00:00+01:00;172
2023-01-04T09:30:00+01:00;296
2023-01-04T10:00:00+01:00;108
2023-01-04T10:30:00+01:00;60
2023-01-04T11:00:00+01:00;54
2023-01-04T11:30:00+01:00;52
2023-01-04T12:00:00+01:00;54
2023-01-04T12:30:00+01:00;60
2023-01-04T13:00:00+01:00;400
2023-01-04T13:30:00+01:00;508
2023-01-04T14:00:00+01:00;154
2023-01-04T14:30:00+01:00;124
2023-01-04T15:00:00+01:00;134
2023-01-04T15:30:00+01:00;190
2023-01-04T16:00:00+01:00;206
2023-01-04T16:30:00+01:00;212
2023-01-04T17:00:00+01:00;184
2023-01-04T17:30:00+01:00;190
2023-01-04T18:00:00+01:00;216
2023-01-04T18:30:00+01:00;246
2023-01-04T19:00:00+01:00;238
2023-01-04T19:30:00+01:00;862
2023-01-04T20:00:00+01:00;1486
2023-01-04T20:30:00+01:00;386
2023-01-04T21:00:00+01:00;3060
2023-01-04T21:30:00+01:00;1312
2023-01-04T22:00:00+01:00;1050
2023-01-04T22:30:00+01:00;980
2023-01-04T23:00:00+01:00;730
2023-01-04T23:30:00+01:00;578
2023-01-05T00:00:00+01:00;576
2023-01-05T00:30:00+01:00;420
2023-01-05T01:00:00+01:00;80
2023-01-05T01:30:00+01:00;250
2023-01-05T02:00:00+01:00;216
2023-01-05T02:30:00+01:00;106
2023-01-05T03:00:00+01:00;74
2023-01-05T03:30:00+01:00;254
2023-01-05T04:00:00+01:00;78
2023-01-05T04:30:00+01:00;84
2023-01-05T05:00:00+01:00;82
2023-01-05T05:30:00+01:00;78
2023-01-05T06:00:00+01:00;78
2023-01-05T06:30:00+01:00;88
2023-01-05T07:00:00+01:00;74
2023-01-05T07:30:00+01:00;84
2023-01-05T08:00:00+01:00;72
2023-01-05T08:30:00+01:00;86
2023-01-05T09:00:00+01:00;188
2023-01-05T09:30:00+01:00;386
2023-01-05T10:00:00+01:00;152
2023-01-05T10:30:00+01:00;174
2023-01-05T11:00:00+01:00;180
2023-01-05T11:30:00+01:00;128
2023-01-05T12:00:00+01:00;104
2023-01-05T12:30:00+01:00;118
2023-01-05T13:00:00+01:00;98
2023-01-05T13:30:00+01:00;1196
2023-01-05T14:00:00+01:00;168
2023-01-05T14:30:00+01:00;86
2023-01-05T15:00:00+01:00;78
2023-01-05T15:30:00+01:00;82
2023-01-05T16:00:00+01:00;72
2023-01-05T16:30:00+01:00;176
2023-01-05T17:00:00+01:00;112
2023-01-05T17:30:00+01:00;186
2023-01-05T18:00:00+01:00;196
2023-01-05T18:30:00+01:00;170
2023-01-05T19:00:00+01:00;182
2023-01-05T19:30:00+01:00;684
2023-01-05T20:00:00+01:00;1578
2023-01-05T20:30:00+01:00;816
2023-01-05T21:00:00+01:00;2224
2023-01-05T21:30:00+01:00;1512
2023-01-05T22:00:00+01:00;1112
2023-01-05T22:30:00+01:00;338
2023-01-05T23:00:00+01:00;1082
2023-01-05T23:30:00+01:00;476
2023-01-06T00:00:00+01:00;472
2023-01-06T00:30:00+01:00;88
2023-01-06T01:00:00+01:00;264
2023-01-06T01:30:00+01:00;88
2023-01-06T02:00:00+01:00;254
2023-01-06T02:30:00+01:00;128
2023-01-06T03:00:00+01:00;1578
2023-01-06T03:30:00+01:00;1164
2023-01-06T04:00:00+01:00;382
2023-01-06T04:30:00+01:00;176
2023-01-06T05:00:00+01:00;184
2023-01-06T05:30:00+01:00;88
2023-01-06T06:00:00+01:00;72
2023-01-06T06:30:00+01:00;82
2023-01-06T07:00:00+01:00;72
2023-01-06T07:30:00+01:00;84
2023-01-06T08:00:00+01:00;70
2023-01-06T08:30:00+01:00;84
2023-01-06T09:00:00+01:00;296
2023-01-06T09:30:00+01:00;272
2023-01-06T10:00:00+01:00;144
2023-01-06T10:30:00+01:00;168
2023-01-06T11:00:00+01:00;136
2023-01-06T11:30:00+01:00;138
2023-01-06T12:00:00+01:00;82
2023-01-06T12:30:00+01:00;838
2023-01-06T13:00:00+01:00;536
2023-01-06T13:30:00+01:00;172
2023-01-06T14:00:00+01:00;126
2023-01-06T14:30:00+01:00;94
2023-01-06T15:00:00+01:00;72
2023-01-06T15:30:00+01:00;84
2023-01-06T16:00:00+01:00;74
2023-01-06T16:30:00+01:00;358
2023-01-06T17:00:00+01:00;374
2023-01-06T17:30:00+01:00;360
2023-01-06T18:00:00+01:00;406
2023-01-06T18:30:00+01:00;430
2023-01-06T19:00:00+01:00;258
2023-01-06T19:30:00+01:00;1028
2023-01-06T20:00:00+01:00;642
2023-01-06T20:30:00+01:00;592
2023-01-06T21:00:00+01:00;2300
2023-01-06T21:30:00+01:00;820
2023-01-06T22:00:00+01:00;496
2023-01-06T22:30:00+01:00;486
2023-01-06T23:00:00+01:00;316
2023-01-06T23:30:00+01:00;278
2023-01-07T00:00:00+01:00;266
2023-01-07T00:30:00+01:00;412
2023-01-07T01:00:00+01:00;84
2023-01-07T01:30:00+01:00;254
2023-01-07T02:00:00+01:00;78
2023-01-07T02:30:00+01:00;80
2023-01-07T03:00:00+01:00;90
2023-01-07T03:30:00+01:00;242
2023-01-07T04:00:00+01:00;88
2023-01-07T04:30:00+01:00;74
2023-01-07T05:00:00+01:00;84
2023-01-07T05:30:00+01:00;72
2023-01-07T06:00:00+01:00;84
2023-01-07T06:30:00+01:00;72
2023-01-07T07:00:00+01:00;86
2023-01-07T07:30:00+01:00;78
2023-01-07T08:00:00+01:00;78
2023-01-07T08:30:00+01:00;82
2023-01-07T09:00:00+01:00;78
2023-01-07T09:30:00+01:00;396
2023-01-07T10:00:00+01:00;170
2023-01-07T10:30:00+01:00;72
2023-01-07T11:00:00+01:00;118
2023-01-07T11:30:00+01:00;474
2023-01-07T12:00:00+01:00;722
2023-01-07T12:30:00+01:00;922
2023-01-07T13:00:00+01:00;228
2023-01-07T13:30:00+01:00;376
2023-01-07T14:00:00+01:00;176
2023-01-07T14:30:00+01:00;132
2023-01-07T15:00:00+01:00;116
2023-01-07T15:30:00+01:00;132
2023-01-07T16:00:00+01:00;102
2023-01-07T16:30:00+01:00;70
2023-01-07T17:00:00+01:00;84
2023-01-07T17:30:00+01:00;74
2023-01-07T18:00:00+01:00;82
2023-01-07T18:30:00+01:00;86
2023-01-07T19:00:00+01:00;74
2023-01-07T19:30:00+01:00;84
2023-01-07T20:00:00+01:00;84
2023-01-07T20:30:00+01:00;130
2023-01-07T21:00:00+01:00;2056
2023-01-07T21:30:00+01:00;692
2023-01-07T22:00:00+01:00;666
2023-01-07T22:30:00+01:00;344
2023-01-07T23:00:00+01:00;294
2023-01-07T23:30:00+01:00;302
2023-01-08T00:00:00+01:00;298
2023-01-08T00:30:00+01:00;274
2023-01-08T01:00:00+01:00;208
2023-01-08T01:30:00+01:00;328
2023-01-08T02:00:00+01:00;86
2023-01-08T02:30:00+01:00;74
2023-01-08T03:00:00+01:00;264
2023-01-08T03:30:00+01:00;82
2023-01-08T04:00:00+01:00;80
2023-01-08T04:30:00+01:00;90
2023-01-08T05:00:00+01:00;74
2023-01-08T05:30:00+01:00;84
2023-01-08T06:00:00+01:00;72
2023-01-08T06:30:00+01:00;86
2023-01-08T07:00:00+01:00;72
2023-01-08T07:30:00+01:00;84
2023-01-08T08:00:00+01:00;72
2023-01-08T08:30:00+01:00;86
2023-01-08T09:00:00+01:00;72
2023-01-08T09:30:00+01:00;84
2023-01-08T10:00:00+01:00;86
2023-01-08T10:30:00+01:00;486
2023-01-08T11:00:00+01:00;122
2023-01-08T11:30:00+01:00;72
2023-01-08T12:00:00+01:00;84
2023-01-08T12:30:00+01:00;72
2023-01-08T13:00:00+01:00;102
2023-01-08T13:30:00+01:00;1534
2023-01-08T14:00:00+01:00;1492
2023-01-08T14:30:00+01:00;240
2023-01-08T15:00:00+01:00;326
2023-01-08T15:30:00+01:00;324
2023-01-08T16:00:00+01:00;184
2023-01-08T16:30:00+01:00;90
2023-01-08T17:00:00+01:00;128
2023-01-08T17:30:00+01:00;126
2023-01-08T18:00:00+01:00;138
2023-01-08T18:30:00+01:00;140
2023-01-08T19:00:00+01:00;128
2023-01-08T19:30:00+01:00;138
2023-01-08T20:00:00+01:00;122
2023-01-08T20:30:00+01:00;240
2023-01-08T21:00:00+01:00;2578
2023-01-08T21:30:00+01:00;1346
2023-01-08T22:00:00+01:00;886
2023-01-08T22:30:00+01:00;860
2023-01-08T23:00:00+01:00;646
2023-01-08T23:30:00+01:00;268
2023-01-09T00:00:00+01:00;1376
2023-01-09T00:30:00+01:00;296
2023-01-09T01:00:00+01:00;118
2023-01-09T01:30:00+01:00;856
2023-01-09T02:00:00+01:00;266
2023-01-09T02:30:00+01:00;228
2023-01-09T03:00:00+01:00;88
2023-01-09T03:30:00+01:00;84
2023-01-09T04:00:00+01:00;258
2023-01-09T04:30:00+01:00;88
2023-01-09T05:00:00+01:00;72
2023-01-09T05:30:00+01:00;84
2023-01-09T06:00:00+01:00;72
2023-01-09T06:30:00+01:00;84
2023-01-09T07:00:00+01:00;84
2023-01-09T07:30:00+01:00;70
2023-01-09T08:00:00+01:00;84
2023-01-09T08:30:00+01:00;82
2023-01-09T09:00:00+01:00;272
2023-01-09T09:30:00+01:00;270
2023-01-09T10:00:00+01:00;78
2023-01-09T10:30:00+01:00;132
2023-01-09T11:00:00+01:00;90
2023-01-09T11:30:00+01:00;82
2023-01-09T12:00:00+01:00;88
2023-01-09T12:30:00+01:00;104
2023-01-09T13:00:00+01:00;550
2023-01-09T13:30:00+01:00;158
2023-01-09T14:00:00+01:00;132
2023-01-09T14:30:00+01:00;84
2023-01-09T15:00:00+01:00;170
2023-01-09T15:30:00+01:00;190
2023-01-09T16:00:00+01:00;164
2023-01-09T16:30:00+01:00;168
2023-01-09T17:00:00+01:00;172
2023-01-09T17:30:00+01:00;164
2023-01-09T18:00:00+01:00;26
2023-01-09T18:30:00+01:00;38
2023-01-09T19:00:00+01:00;36
2023-01-09T19:30:00+01:00;30
2023-01-09T20:00:00+01:00;38
2023-01-09T20:30:00+01:00;26
2023-01-09T21:00:00+01:00;40
2023-01-09T21:30:00+01:00;24
2023-01-09T22:00:00+01:00;38
2023-01-09T22:30:00+01:00;26
2023-01-09T23:00:00+01:00;38
2023-01-09T23:30:00+01:00;26
2023-01-10T00:00:00+01:00;40
2023-01-10T00:30:00+01:00;24
2023-01-10T01:00:00+01:00;40
2023-01-10T01:30:00+01:00;26
2023-01-10T02:00:00+01:00;38
2023-01-10T02:30:00+01:00;26
2023-01-10T03:00:00+01:00;40
2023-01-10T03:30:00+01:00;24
2023-01-10T04:00:00+01:00;40
2023-01-10T04:30:00+01:00;26
2023-01-10T05:00:00+01:00;40
2023-01-10T05:30:00+01:00;26
2023-01-10T06:00:00+01:00;40
2023-01-10T06:30:00+01:00;24
2023-01-10T07:00:00+01:00;40
2023-01-10T07:30:00+01:00;24
2023-01-10T08:00:00+01:00;40
2023-01-10T08:30:00+01:00;26
2023-01-10T09:00:00+01:00;40
2023-01-10T09:30:00+01:00;24
2023-01-10T10:00:00+01:00;40
2023-01-10T10:30:00+01:00;26
2023-01-10T11:00:00+01:00;40
